Fra;Til;KWH 60 Forbruk
15.09.2019 18:00;15.09.2019 19:00;1,425
15.09.2019 19:00;15.09.2019 20:00;0,747
15.09.2019 20:00;15.09.2019 21:00;1,01
15.09.2019 21:00;15.09.2019 22:00;0,874
15.09.2019 22:00;15.09.2019 23:00;1,559
15.09.2019 23:00;16.09.2019 00:00;1,384
16.09.2019 00:00;16.09.2019 01:00;0,485
16.09.2019 01:00;16.09.2019 02:00;0,488
16.09.2019 02:00;16.09.2019 03:00;0,271
16.09.2019 03:00;16.09.2019 04:00;0,485
16.09.2019 04:00;16.09.2019 05:00;0,285
16.09.2019 05:00;16.09.2019 06:00;0,587
16.09.2019 06:00;16.09.2019 07:00;0,578
16.09.2019 07:00;16.09.2019 08:00;1,657
16.09.2019 08:00;16.09.2019 09:00;0,602
16.09.2019 09:00;16.09.2019 10:00;0,433
16.09.2019 10:00;16.09.2019 11:00;0,283
16.09.2019 11:00;16.09.2019 12:00;0,609
16.09.2019 12:00;16.09.2019 13:00;0,244
16.09.2019 13:00;16.09.2019 14:00;0,354
16.09.2019 14:00;16.09.2019 15:00;0,61
16.09.2019 15:00;16.09.2019 16:00;0,667
16.09.2019 16:00;16.09.2019 17:00;1,516
16.09.2019 17:00;16.09.2019 18:00;0,718
16.09.2019 18:00;16.09.2019 19:00;0,529
16.09.2019 19:00;16.09.2019 20:00;0,802
16.09.2019 20:00;16.09.2019 21:00;0,58
16.09.2019 21:00;16.09.2019 22:00;2,191
16.09.2019 22:00;16.09.2019 23:00;1,46
16.09.2019 23:00;17.09.2019 00:00;0,417
17.09.2019 00:00;17.09.2019 01:00;0,542
17.09.2019 01:00;17.09.2019 02:00;0,428
17.09.2019 02:00;17.09.2019 03:00;0,459
17.09.2019 03:00;17.09.2019 04:00;0,538
17.09.2019 04:00;17.09.2019 05:00;0,482
17.09.2019 05:00;17.09.2019 06:00;1,375
17.09.2019 06:00;17.09.2019 07:00;1,22
17.09.2019 07:00;17.09.2019 08:00;1,32
17.09.2019 08:00;17.09.2019 09:00;1,144
17.09.2019 09:00;17.09.2019 10:00;0,9
17.09.2019 10:00;17.09.2019 11:00;0,559
17.09.2019 11:00;17.09.2019 12:00;0,791
17.09.2019 12:00;17.09.2019 13:00;0,63
17.09.2019 13:00;17.09.2019 14:00;0,615
17.09.2019 14:00;17.09.2019 15:00;1,509
17.09.2019 15:00;17.09.2019 16:00;0,689
17.09.2019 16:00;17.09.2019 17:00;0,523
17.09.2019 17:00;17.09.2019 18:00;1,583
17.09.2019 18:00;17.09.2019 19:00;0,992
17.09.2019 19:00;17.09.2019 20:00;1,019
17.09.2019 20:00;17.09.2019 21:00;1,917
17.09.2019 21:00;17.09.2019 22:00;1,512
17.09.2019 22:00;17.09.2019 23:00;1,349
17.09.2019 23:00;18.09.2019 00:00;0,519
18.09.2019 00:00;18.09.2019 01:00;0,351
18.09.2019 01:00;18.09.2019 02:00;0,527
18.09.2019 02:00;18.09.2019 03:00;1,42
18.09.2019 03:00;18.09.2019 04:00;0,449
18.09.2019 04:00;18.09.2019 05:00;0,551
18.09.2019 05:00;18.09.2019 06:00;0,446
18.09.2019 06:00;18.09.2019 07:00;0,899
18.09.2019 07:00;18.09.2019 08:00;1,111
18.09.2019 08:00;18.09.2019 09:00;0,452
18.09.2019 09:00;18.09.2019 10:00;1,503
18.09.2019 10:00;18.09.2019 11:00;0,764
18.09.2019 11:00;18.09.2019 12:00;0,342
18.09.2019 12:00;18.09.2019 13:00;0,516
18.09.2019 13:00;18.09.2019 14:00;0,674
18.09.2019 14:00;18.09.2019 15:00;0,39
18.09.2019 15:00;18.09.2019 16:00;0,442
