;Hours;Oslo
08.04.2020;02 - 03;46,58
08.04.2020;03 - 04;46,7
08.04.2020;04 - 05;47,7
08.04.2020;05 - 06;50,25
08.04.2020;06 - 07;53,03
08.04.2020;07 - 08;54,37
08.04.2020;08 - 09;55,15
08.04.2020;09 - 10;54,81
08.04.2020;10 - 11;54,59
08.04.2020;11 - 12;53,81
08.04.2020;12 - 13;53,03
08.04.2020;13 - 14;51,7
08.04.2020;14 - 15;50,92
08.04.2020;15 - 16;50,25
08.04.2020;16 - 17;50,03
08.04.2020;17 - 18;50,14
08.04.2020;18 - 19;50,03
08.04.2020;19 - 20;50,7
08.04.2020;20 - 21;51,25
08.04.2020;21 - 22;50,36
08.04.2020;22 - 23;48,36
08.04.2020;23 - 00;45,58
09.04.2020;00 - 01;47,71
09.04.2020;01 - 02;46,82
09.04.2020;02 - 03;46,37
09.04.2020;03 - 04;46,82
09.04.2020;04 - 05;48,39
09.04.2020;05 - 06;51,53
09.04.2020;06 - 07;53,55
09.04.2020;07 - 08;54,45
09.04.2020;08 - 09;54,9
09.04.2020;09 - 10;54,68
09.04.2020;10 - 11;54,56
09.04.2020;11 - 12;52,99
09.04.2020;12 - 13;52,09
09.04.2020;13 - 14;51,31
09.04.2020;14 - 15;50,52
09.04.2020;15 - 16;49,85
09.04.2020;16 - 17;50,41
09.04.2020;17 - 18;52,54
09.04.2020;18 - 19;53,33
09.04.2020;19 - 20;54,11
09.04.2020;20 - 21;54,9
09.04.2020;21 - 22;55,24
09.04.2020;22 - 23;55,46
09.04.2020;23 - 00;53,44
10.04.2020;00 - 01;53,13
10.04.2020;01 - 02;52,68
10.04.2020;02 - 03;52,68
10.04.2020;03 - 04;53,35
10.04.2020;04 - 05;54,13
10.04.2020;05 - 06;55,02
10.04.2020;06 - 07;55,02
10.04.2020;07 - 08;55,46
10.04.2020;08 - 09;56,02
10.04.2020;09 - 10;56,13
10.04.2020;10 - 11;56,13
10.04.2020;11 - 12;55,69
10.04.2020;12 - 13;55,46
10.04.2020;13 - 14;55,13
10.04.2020;14 - 15;54,91
10.04.2020;15 - 16;54,91
10.04.2020;16 - 17;54,8
10.04.2020;17 - 18;55,02
10.04.2020;18 - 19;55,13
10.04.2020;19 - 20;55,46
10.04.2020;20 - 21;55,91
10.04.2020;21 - 22;55,91
10.04.2020;22 - 23;55,8
10.04.2020;23 - 00;55,24
11.04.2020;00 - 01;55,24
11.04.2020;01 - 02;54,91
11.04.2020;02 - 03;54,8
11.04.2020;03 - 04;54,91
11.04.2020;04 - 05;55,13
11.04.2020;05 - 06;55,57
11.04.2020;06 - 07;55,35
11.04.2020;07 - 08;55,57
11.04.2020;08 - 09;55,91
11.04.2020;09 - 10;55,69
11.04.2020;10 - 11;55,8
11.04.2020;11 - 12;55,46
11.04.2020;12 - 13;55,24
11.04.2020;13 - 14;55,02
11.04.2020;14 - 15;54,8
11.04.2020;15 - 16;54,8
11.04.2020;16 - 17;55,02
11.04.2020;17 - 18;55,35
11.04.2020;18 - 19;56,02
11.04.2020;19 - 20;55,57
11.04.2020;20 - 21;55,91
11.04.2020;21 - 22;54,8
11.04.2020;22 - 23;52,8
11.04.2020;23 - 00;51,13
12.04.2020;00 - 01;48,91
12.04.2020;01 - 02;47,02
12.04.2020;02 - 03;45,68
12.04.2020;03 - 04;45,79
12.04.2020;04 - 05;46,46
12.04.2020;05 - 06;46,9
12.04.2020;06 - 07;46,46
12.04.2020;07 - 08;47,24
12.04.2020;08 - 09;49,79
12.04.2020;09 - 10;50,91
12.04.2020;10 - 11;49,79
12.04.2020;11 - 12;46,68
12.04.2020;12 - 13;42,24
12.04.2020;13 - 14;33,01
12.04.2020;14 - 15;24,01
12.04.2020;15 - 16;24,67
12.04.2020;16 - 17;33,34
12.04.2020;17 - 18;40,79
12.04.2020;18 - 19;44,79
12.04.2020;19 - 20;45,57
12.04.2020;20 - 21;46,79
12.04.2020;21 - 22;47,79
12.04.2020;22 - 23;42,46
12.04.2020;23 - 00;38,12
