Fra;Til;KWH 60 Forbruk
19.10.2019 15:00;19.10.2019 16:00;1,035
19.10.2019 16:00;19.10.2019 17:00;1,027
19.10.2019 17:00;19.10.2019 18:00;0,887
19.10.2019 18:00;19.10.2019 19:00;1,077
19.10.2019 19:00;19.10.2019 20:00;0,966
19.10.2019 20:00;19.10.2019 21:00;1,125
19.10.2019 21:00;19.10.2019 22:00;1,008
19.10.2019 22:00;19.10.2019 23:00;1,09
19.10.2019 23:00;20.10.2019 00:00;0,996
20.10.2019 00:00;20.10.2019 01:00;1,329
20.10.2019 01:00;20.10.2019 02:00;1,741
20.10.2019 02:00;20.10.2019 03:00;1,245
20.10.2019 03:00;20.10.2019 04:00;1,111
20.10.2019 04:00;20.10.2019 05:00;0,992
20.10.2019 05:00;20.10.2019 06:00;1,19
20.10.2019 06:00;20.10.2019 07:00;1,116
20.10.2019 07:00;20.10.2019 08:00;1,319
20.10.2019 08:00;20.10.2019 09:00;1,175
20.10.2019 09:00;20.10.2019 10:00;0,996
20.10.2019 10:00;20.10.2019 11:00;1,304
20.10.2019 11:00;20.10.2019 12:00;2,013
20.10.2019 12:00;20.10.2019 13:00;1,221
20.10.2019 13:00;20.10.2019 14:00;1,152
20.10.2019 14:00;20.10.2019 15:00;1,016
20.10.2019 15:00;20.10.2019 16:00;1,298
20.10.2019 16:00;20.10.2019 17:00;1,076
20.10.2019 17:00;20.10.2019 18:00;1,215
20.10.2019 18:00;20.10.2019 19:00;1,964
20.10.2019 19:00;20.10.2019 20:00;2,491
20.10.2019 20:00;20.10.2019 21:00;2,255
20.10.2019 21:00;20.10.2019 22:00;2,106
20.10.2019 22:00;20.10.2019 23:00;1,845
20.10.2019 23:00;21.10.2019 00:00;1,175
21.10.2019 00:00;21.10.2019 01:00;1,062
21.10.2019 01:00;21.10.2019 02:00;0,997
21.10.2019 02:00;21.10.2019 03:00;1,157
21.10.2019 03:00;21.10.2019 04:00;1,212
21.10.2019 04:00;21.10.2019 05:00;1,203
21.10.2019 05:00;21.10.2019 06:00;1,162
21.10.2019 06:00;21.10.2019 07:00;1,561
21.10.2019 07:00;21.10.2019 08:00;1,911
21.10.2019 08:00;21.10.2019 09:00;1,273
21.10.2019 09:00;21.10.2019 10:00;1,318
21.10.2019 10:00;21.10.2019 11:00;1,304
21.10.2019 11:00;21.10.2019 12:00;1,151
21.10.2019 12:00;21.10.2019 13:00;1,197
21.10.2019 13:00;21.10.2019 14:00;1,298
21.10.2019 14:00;21.10.2019 15:00;2,154
21.10.2019 15:00;21.10.2019 16:00;1,347
21.10.2019 16:00;21.10.2019 17:00;1,393
21.10.2019 17:00;21.10.2019 18:00;2,294
21.10.2019 18:00;21.10.2019 19:00;2,819
21.10.2019 19:00;21.10.2019 20:00;3,095
21.10.2019 20:00;21.10.2019 21:00;3,429
21.10.2019 21:00;21.10.2019 22:00;1,491
21.10.2019 22:00;21.10.2019 23:00;3,006
21.10.2019 23:00;22.10.2019 00:00;1,913
22.10.2019 00:00;22.10.2019 01:00;1,01
22.10.2019 01:00;22.10.2019 02:00;1,001
22.10.2019 02:00;22.10.2019 03:00;1,033
22.10.2019 03:00;22.10.2019 04:00;0,992
22.10.2019 04:00;22.10.2019 05:00;1,015
22.10.2019 05:00;22.10.2019 06:00;1,095
22.10.2019 06:00;22.10.2019 07:00;1,256
22.10.2019 07:00;22.10.2019 08:00;2,632
22.10.2019 08:00;22.10.2019 09:00;1,077
22.10.2019 09:00;22.10.2019 10:00;1,027
22.10.2019 10:00;22.10.2019 11:00;1,147
22.10.2019 11:00;22.10.2019 12:00;1,055
22.10.2019 12:00;22.10.2019 13:00;1,099
22.10.2019 13:00;22.10.2019 14:00;1,154
22.10.2019 14:00;22.10.2019 15:00;0,984
22.10.2019 15:00;22.10.2019 16:00;1,869
22.10.2019 16:00;22.10.2019 17:00;1,141
22.10.2019 17:00;22.10.2019 18:00;2,037
22.10.2019 18:00;22.10.2019 19:00;1,328
22.10.2019 19:00;22.10.2019 20:00;3,268
22.10.2019 20:00;22.10.2019 21:00;1,576
22.10.2019 21:00;22.10.2019 22:00;1,305
22.10.2019 22:00;22.10.2019 23:00;1,971
22.10.2019 23:00;23.10.2019 00:00;2,387
23.10.2019 00:00;23.10.2019 01:00;0,912
23.10.2019 01:00;23.10.2019 02:00;0,785
23.10.2019 02:00;23.10.2019 03:00;1,035
23.10.2019 03:00;23.10.2019 04:00;0,967
23.10.2019 04:00;23.10.2019 05:00;0,931
23.10.2019 05:00;23.10.2019 06:00;0,942
