Fra;Til;KWH 60 Forbruk
21.12.2019 02:00;21.12.2019 03:00;0,255
21.12.2019 03:00;21.12.2019 04:00;0,228
21.12.2019 04:00;21.12.2019 05:00;0,23
21.12.2019 05:00;21.12.2019 06:00;0,637
21.12.2019 06:00;21.12.2019 07:00;1,813
21.12.2019 07:00;21.12.2019 08:00;1,073
21.12.2019 08:00;21.12.2019 09:00;0,986
21.12.2019 09:00;21.12.2019 10:00;0,962
21.12.2019 10:00;21.12.2019 11:00;0,971
21.12.2019 11:00;21.12.2019 12:00;1,012
21.12.2019 12:00;21.12.2019 13:00;0,938
21.12.2019 13:00;21.12.2019 14:00;0,902
21.12.2019 14:00;21.12.2019 15:00;0,905
21.12.2019 15:00;21.12.2019 16:00;1,062
21.12.2019 16:00;21.12.2019 17:00;1,713
21.12.2019 17:00;21.12.2019 18:00;0,894
21.12.2019 18:00;21.12.2019 19:00;0,913
21.12.2019 19:00;21.12.2019 20:00;0,91
21.12.2019 20:00;21.12.2019 21:00;0,96
21.12.2019 21:00;21.12.2019 22:00;0,884
21.12.2019 22:00;21.12.2019 23:00;0,268
21.12.2019 23:00;22.12.2019 00:00;0,266
22.12.2019 00:00;22.12.2019 01:00;0,268
22.12.2019 01:00;22.12.2019 02:00;0,732
22.12.2019 02:00;22.12.2019 03:00;0,781
22.12.2019 03:00;22.12.2019 04:00;0,283
22.12.2019 04:00;22.12.2019 05:00;0,299
22.12.2019 05:00;22.12.2019 06:00;0,448
22.12.2019 06:00;22.12.2019 07:00;1,34
22.12.2019 07:00;22.12.2019 08:00;1,282
22.12.2019 08:00;22.12.2019 09:00;1,16
22.12.2019 09:00;22.12.2019 10:00;1,123
22.12.2019 10:00;22.12.2019 11:00;1,101
22.12.2019 11:00;22.12.2019 12:00;1,909
22.12.2019 12:00;22.12.2019 13:00;1,226
22.12.2019 13:00;22.12.2019 14:00;1,047
22.12.2019 14:00;22.12.2019 15:00;1,052
22.12.2019 15:00;22.12.2019 16:00;1,06
22.12.2019 16:00;22.12.2019 17:00;1,109
22.12.2019 17:00;22.12.2019 18:00;1,111
22.12.2019 18:00;22.12.2019 19:00;1,041
22.12.2019 19:00;22.12.2019 20:00;1,048
22.12.2019 20:00;22.12.2019 21:00;1,051
22.12.2019 21:00;22.12.2019 22:00;1,85
22.12.2019 22:00;22.12.2019 23:00;0,374
22.12.2019 23:00;23.12.2019 00:00;0,324
23.12.2019 00:00;23.12.2019 01:00;0,328
23.12.2019 01:00;23.12.2019 02:00;0,327
23.12.2019 02:00;23.12.2019 03:00;0,372
23.12.2019 03:00;23.12.2019 04:00;0,417
23.12.2019 04:00;23.12.2019 05:00;0,516
