Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
30;Viken;3001;Halden;;;V;Venstre;2,64753;25289;72;321;393;-0,88893;0,27856;1;0;
30;Viken;3001;Halden;;;H;Høyre;27,89679;25289;830;3311;4141;-11,71303;5,63428;11;0;
30;Viken;3001;Halden;;;FRP;Fremskrittspartiet;6,96578;25289;194;840;1034;-0,26789;-10,16689;3;0;
30;Viken;3001;Halden;;;KRISTNE;Partiet De Kristne;0,71409;25289;19;87;106;0,71409;0,37483;0;0;
30;Viken;3001;Halden;;;PP;Pensjonistpartiet;8,12449;25289;276;930;1206;6,86043;7,639;3;0;
30;Viken;3001;Halden;;;BLANKE;Blanke;1,51576;25289;25;200;225;0,17863;0,39854;0;0;
30;Viken;3002;Moss;;;A;Arbeiderpartiet;27,6232;39335;1634;4958;6592;-11,66648;-4,50306;14;0;
30;Viken;3002;Moss;;;SV;SV - Sosialistisk Venstreparti;5,99648;39335;378;1053;1431;2,4125;0,3267;3;0;
30;Viken;3002;Moss;;;RØDT;Rødt;7,04408;39335;479;1202;1681;2,42422;3,10312;4;0;
30;Viken;3002;Moss;;;SP;Senterpartiet;7,20751;39335;372;1348;1720;5,59819;2,53784;4;0;
30;Viken;3002;Moss;;;KRF;Kristelig Folkeparti;2,40949;39335;126;449;575;-0,63805;-0,20419;1;0;
30;Viken;3002;Moss;;;MDG;Miljøpartiet De Grønne;5,87496;39335;442;960;1402;1,11636;2,51027;3;0;
30;Viken;3002;Moss;;;V;Venstre;4,6346;39335;213;893;1106;-0,12401;1,05427;2;0;
30;Viken;3002;Moss;;;H;Høyre;18,99095;39335;1170;3362;4532;-6,80446;-7,29823;9;0;
30;Viken;3002;Moss;;;FRP;Fremskrittspartiet;8,72863;39335;535;1548;2083;-3,06382;-7,07239;4;0;
30;Viken;3002;Moss;;;KRISTNE;Partiet De Kristne;0,51123;39335;37;85;122;0,51123;0,40713;0;0;
30;Viken;3002;Moss;;;BLANKE;Blanke;1,29484;39335;63;246;309;0,63816;0,3728;0;0;
30;Viken;3002;Moss;;;NYKURS;Ny Kurs;10,97888;39335;737;1883;2620;10,97888;10,97888;5;0;
30;Viken;3003;Sarpsborg;;;A;Arbeiderpartiet;34,45709;44859;1986;6671;8657;-16,05052;-2,87197;15;0;
30;Viken;3003;Sarpsborg;;;SV;SV - Sosialistisk Venstreparti;2,41602;44859;171;436;607;0,66203;-1,12728;1;0;
30;Viken;3003;Sarpsborg;;;RØDT;Rødt;4,21111;44859;270;788;1058;3,20042;2,7481;2;0;
30;Viken;3003;Sarpsborg;;;SP;Senterpartiet;10,79048;44859;459;2252;2711;7,12841;4,03469;5;0;
30;Viken;3003;Sarpsborg;;;KRF;Kristelig Folkeparti;3,99618;44859;203;801;1004;-1,55132;-0,13368;2;0;
30;Viken;3003;Sarpsborg;;;MDG;Miljøpartiet De Grønne;3,96434;44859;233;763;996;0,77362;2,24555;2;0;
30;Viken;3003;Sarpsborg;;;V;Venstre;1,24184;44859;59;253;312;-0,44416;-0,44625;0;0;
30;Viken;3003;Sarpsborg;;;H;Høyre;9,79541;44859;574;1887;2461;-6,04487;-12,19415;4;0;
30;Viken;3003;Sarpsborg;;;FRP;Fremskrittspartiet;10,35663;44859;493;2109;2602;-2,51502;-8,21923;4;0;
30;Viken;3003;Sarpsborg;;;KRISTNE;Partiet De Kristne;0,91148;44859;53;176;229;-0,49806;0,36924;0;0;
30;Viken;3003;Sarpsborg;;;PP;Pensjonistpartiet;2,57921;44859;205;443;648;0,05927;1,37878;1;0;
30;Viken;3003;Sarpsborg;;;BLANKE;Blanke;1,22194;44859;57;250;307;0,47865;0,33526;0;0;
30;Viken;3003;Sarpsborg;;;DRP;Det Rette Parti;8,59338;44859;475;1684;2159;8,59338;8,59338;4;0;
30;Viken;3003;Sarpsborg;;;SAFOSA;Sammen For Sarpsborg;6,68683;44859;300;1380;1680;6,68683;6,68683;3;0;
30;Viken;3004;Fredrikstad;;;A;Arbeiderpartiet;36,31224;65886;4550;9066;13616;-11,97842;0,91971;19;0;
30;Viken;3004;Fredrikstad;;;SV;SV - Sosialistisk Venstreparti;4,42969;65886;652;1009;1661;1,86039;-0,55773;2;0;
30;Viken;3004;Fredrikstad;;;RØDT;Rødt;4,9924;65886;643;1229;1872;3,84377;2,84328;3;0;
30;Viken;3004;Fredrikstad;;;SP;Senterpartiet;6,6432;65886;544;1947;2491;3,81395;1,93236;3;0;
30;Viken;3004;Fredrikstad;;;KRF;Kristelig Folkeparti;3,53095;65886;351;973;1324;-0,88824;-0,35924;2;0;
30;Viken;3004;Fredrikstad;;;MDG;Miljøpartiet De Grønne;6,93122;65886;950;1649;2599;2,95939;3,72567;4;0;
30;Viken;3004;Fredrikstad;;;V;Venstre;1,46412;65886;181;368;549;-1,62811;-1,0704;1;0;
30;Viken;3004;Fredrikstad;;;H;Høyre;15,26255;65886;1649;4074;5723;-1,10839;-8,47529;8;0;
30;Viken;3004;Fredrikstad;;;FRP;Fremskrittspartiet;12,529;65886;1280;3418;4698;-0,56534;-4,46222;7;0;
30;Viken;3004;Fredrikstad;;;LIBS;Liberalistene;0,49871;65886;48;139;187;0,49871;0,28787;0;0;
30;Viken;3004;Fredrikstad;;;PP;Pensjonistpartiet;4,50169;65886;615;1073;1688;2,812;3,39539;2;0;
30;Viken;3004;Fredrikstad;;;BLANKE;Blanke;1,2721;65886;113;364;477;0,32297;0,31996;0;0;
30;Viken;3004;Fredrikstad;;;BYMILJØ;Bymiljølista;2,90423;65886;341;748;1089;1,21757;2,90423;2;0;
30;Viken;3005;Drammen;;;A;Arbeiderpartiet;26,15662;79535;4813;7659;12472;-6,69424;-4,96063;15;0;
30;Viken;3005;Drammen;;;SV;SV - Sosialistisk Venstreparti;4,49226;79535;917;1225;2142;1,49475;-0,88429;3;0;
30;Viken;3005;Drammen;;;RØDT;Rødt;2,51458;79535;496;703;1199;1,7646;0,89589;1;0;
30;Viken;3005;Drammen;;;SP;Senterpartiet;7,96737;79535;1350;2449;3799;5,06778;3,18567;5;0;
30;Viken;3005;Drammen;;;KRF;Kristelig Folkeparti;2,24613;79535;402;669;1071;-1,36761;-0,37732;1;0;
30;Viken;3005;Drammen;;;MDG;Miljøpartiet De Grønne;8,59234;79535;1822;2275;4097;4,2334;5,72103;5;0;
30;Viken;3005;Drammen;;;V;Venstre;2,08884;79535;399;597;996;-1,04721;-1,53747;1;0;
30;Viken;3005;Drammen;;;H;Høyre;25,65119;79535;4717;7514;12231;-9,60963;-3,36692;15;0;
30;Viken;3005;Drammen;;;FRP;Fremskrittspartiet;10,70215;79535;1957;3146;5103;-0,61914;-6,88412;6;0;
30;Viken;3005;Drammen;;;ALLI;Alliansen;0,50543;79535;95;146;241;0,50543;0,32049;0;0;
30;Viken;3005;Drammen;;;HELSE;Helsepartiet;0,55996;79535;131;136;267;0,55996;-0,03489;0;0;
30;Viken;3005;Drammen;;;KRISTNE;Partiet De Kristne;0,32926;79535;64;93;157;-0,01228;0,14814;0;0;
30;Viken;3005;Drammen;;;LIBS;Liberalistene;0,20133;79535;35;61;96;0,20133;-0,00839;0;0;
30;Viken;3005;Drammen;;;BLANKE;Blanke;1,01086;79535;171;311;482;0,28716;0,33784;0;0;
30;Viken;3005;Drammen;;;FOST;Folkestyre;0,33556;79535;71;89;160;0,33556;0,33556;0;0;
30;Viken;3005;Drammen;;;NTBR;Nei til bomring;7,65698;79535;1412;2239;3651;7,65698;7,65698;5;0;
30;Viken;3006;Kongsberg;;;A;Arbeiderpartiet;20,35318;21789;856;1841;2697;-3,32089;-7,04991;7;0;
30;Viken;3006;Kongsberg;;;SV;SV - Sosialistisk Venstreparti;5,05622;21789;244;426;670;2,04778;-1,01371;2;0;
30;Viken;3006;Kongsberg;;;RØDT;Rødt;1,81118;21789;95;145;240;-0,28735;0,24623;0;0;
30;Viken;3006;Kongsberg;;;SP;Senterpartiet;25,64335;21789;876;2522;3398;17,58531;12,54094;9;0;
30;Viken;3006;Kongsberg;;;MDG;Miljøpartiet De Grønne;7,07871;21789;350;588;938;2,67671;3,71307;3;0;
30;Viken;3006;Kongsberg;;;V;Venstre;3,18467;21789;114;308;422;-5,02912;-0,80302;1;0;
30;Viken;3006;Kongsberg;;;H;Høyre;16,00634;21789;622;1499;2121;1,6773;-8,41744;6;0;
30;Viken;3006;Kongsberg;;;FRP;Fremskrittspartiet;4,44495;21789;169;420;589;-1,43258;-12,33085;2;0;
30;Viken;3006;Kongsberg;;;KRISTNE;Partiet De Kristne;1,04898;21789;63;76;139;1,04898;0,88528;0;0;
30;Viken;3006;Kongsberg;;;BLANKE;Blanke;1,18482;21789;39;118;157;0,34048;0,40561;0;0;
30;Viken;3006;Kongsberg;;;KGBL;Kongsberglista;15,37242;21789;727;1310;2037;-10,90022;15,37242;5;0;
30;Viken;3007;Ringerike;;;A;Arbeiderpartiet;27,25669;24639;1742;2120;3862;-12,29034;-5,04897;12;0;
30;Viken;3007;Ringerike;;;SV;SV - Sosialistisk Venstreparti;5,42028;24639;390;378;768;1,98281;0,42841;2;0;
30;Viken;3007;Ringerike;;;RØDT;Rødt;3,94523;24639;284;275;559;3,94523;2,01231;2;0;
30;Viken;3007;Ringerike;;;SP;Senterpartiet;24,33482;24639;1439;2009;3448;15,04239;14,67022;11;0;
30;Viken;3007;Ringerike;;;KRF;Kristelig Folkeparti;2,00438;24639;126;158;284;-0,59782;-0,20554;1;0;
30;Viken;3007;Ringerike;;;MDG;Miljøpartiet De Grønne;4,54513;24639;316;328;644;1,25223;2,27501;2;0;
30;Viken;3007;Ringerike;;;V;Venstre;2,72426;24639;170;216;386;-1,29952;-0,16609;1;0;
30;Viken;3007;Ringerike;;;H;Høyre;18,85101;24639;1230;1441;2671;-3,49257;-5,4821;8;0;
30;Viken;3007;Ringerike;;;FRP;Fremskrittspartiet;9,91601;24639;641;764;1405;-2,00271;-8,09446;4;0;
30;Viken;3007;Ringerike;;;LIBS;Liberalistene;1,00219;24639;56;86;142;1,00219;0,85165;0;0;
30;Viken;3007;Ringerike;;;BLANKE;Blanke;1,34801;24639;85;106;191;0,64124;0,40263;0;0;
30;Viken;3011;Hvaler;;;A;Arbeiderpartiet;35,95952;3912;253;742;995;5,26565;6,59528;7;0;
30;Viken;3011;Hvaler;;;SV;SV - Sosialistisk Venstreparti;7,22804;3912;71;129;200;1,92192;2,73208;2;0;
30;Viken;3011;Hvaler;;;SP;Senterpartiet;13,04662;3912;84;277;361;7,9854;6,30268;3;0;
30;Viken;3011;Hvaler;;;MDG;Miljøpartiet De Grønne;5,42103;3912;54;96;150;-0,1708;2,96231;1;0;
30;Viken;3011;Hvaler;;;H;Høyre;8,49295;3912;72;163;235;-13,58868;-18,65843;2;0;
30;Viken;3011;Hvaler;;;FRP;Fremskrittspartiet;18,21467;3912;167;337;504;-10,969;-1,9469;4;0;
30;Viken;3011;Hvaler;;;HELSE;Helsepartiet;0,65052;3912;7;11;18;0,65052;-0,01685;0;0;
30;Viken;3011;Hvaler;;;BLANKE;Blanke;0,79508;3912;7;15;22;-0,10287;0,05747;0;0;
30;Viken;3011;Hvaler;;;STYR;Hvaler Styrbord;10,98663;3912;92;212;304;10,98663;10,98663;2;0;
30;Viken;3012;Aremark;;;A;Arbeiderpartiet;21,58273;1114;39;141;180;-3,63907;2,75013;4;0;
30;Viken;3012;Aremark;;;SP;Senterpartiet;51,91847;1114;66;367;433;23,5281;13,70261;8;0;
30;Viken;3012;Aremark;;;KRF;Kristelig Folkeparti;9,35252;1114;14;64;78;-4,46244;0,21155;2;0;
30;Viken;3012;Aremark;;;H;Høyre;17,14628;1114;20;123;143;-10,48363;2,05818;3;0;
30;Viken;3012;Aremark;;;BLANKE;Blanke;1,43885;1114;5;7;12;0,93188;1,10845;0;0;
30;Viken;3013;Marker;;;A;Arbeiderpartiet;35,38136;3004;170;498;668;-7,19861;3,99984;7;0;
30;Viken;3013;Marker;;;SP;Senterpartiet;44,33263;3004;172;665;837;18,7427;19,99594;9;0;
30;Viken;3013;Marker;;;V;Venstre;8,20975;3004;40;115;155;4,74881;6,24268;2;0;
30;Viken;3013;Marker;;;H;Høyre;12,07627;3004;41;187;228;0,85446;-3,47725;3;0;
30;Viken;3013;Marker;;;BLANKE;Blanke;3,23093;3004;18;43;61;2,12973;2,68198;0;0;
30;Viken;3014;Indre Østfold;;;A;Arbeiderpartiet;19,89306;35410;1351;2630;3981;-8,28615;-5,34733;9;0;
30;Viken;3014;Indre Østfold;;;SV;SV - Sosialistisk Venstreparti;3,57785;35410;232;484;716;1,37281;0,02215;2;0;
30;Viken;3014;Indre Østfold;;;RØDT;Rødt;2,36358;35410;170;303;473;2,36358;0,87207;1;0;
30;Viken;3014;Indre Østfold;;;SP;Senterpartiet;31,01139;35410;1772;4434;6206;16,92719;16,95096;14;0;
30;Viken;3014;Indre Østfold;;;KRF;Kristelig Folkeparti;3,40796;35410;208;474;682;-2,82887;-1,05377;2;0;
30;Viken;3014;Indre Østfold;;;MDG;Miljøpartiet De Grønne;3,72776;35410;271;475;746;1,20385;1,60801;2;0;
30;Viken;3014;Indre Østfold;;;V;Venstre;1,97382;35410;103;292;395;-1,91745;-0,34252;1;0;
30;Viken;3014;Indre Østfold;;;H;Høyre;25,63462;35410;1471;3659;5130;-7,67349;-0,34512;11;0;
30;Viken;3014;Indre Østfold;;;FRP;Fremskrittspartiet;7,84529;35410;443;1127;1570;-1,72613;-10,98885;3;0;
30;Viken;3014;Indre Østfold;;;KRISTNE;Partiet De Kristne;0,56466;35410;45;68;113;0,56466;0,30397;0;0;
30;Viken;3014;Indre Østfold;;;BLANKE;Blanke;1,47412;35410;78;217;295;0,45806;0,49971;0;0;
30;Viken;3015;Skiptvet;;;A;Arbeiderpartiet;36,56836;2991;140;542;682;-12,46662;12,446;8;0;
30;Viken;3015;Skiptvet;;;SP;Senterpartiet;40;2991;137;609;746;18,22678;18,63591;9;0;
30;Viken;3015;Skiptvet;;;KRF;Kristelig Folkeparti;5,46917;2991;22;80;102;-3,45725;-0,39843;1;0;
30;Viken;3015;Skiptvet;;;H;Høyre;11,36729;2991;50;162;212;-1,84139;-9,54545;2;0;
30;Viken;3015;Skiptvet;;;FRP;Fremskrittspartiet;6,59517;2991;26;97;123;-0,46152;-12,11094;1;0;
30;Viken;3015;Skiptvet;;;BLANKE;Blanke;1,3941;2991;2;24;26;0,36877;0,74215;0;0;
30;Viken;3016;Rakkestad;;;A;Arbeiderpartiet;25,74307;6567;158;864;1022;-6,41262;3,2031;6;0;
30;Viken;3016;Rakkestad;;;SP;Senterpartiet;45,26448;6567;239;1558;1797;19,36628;19,8648;11;0;
30;Viken;3016;Rakkestad;;;KRF;Kristelig Folkeparti;7,70781;6567;49;257;306;-10,34608;-0,62365;2;0;
30;Viken;3016;Rakkestad;;;MDG;Miljøpartiet De Grønne;3,42569;6567;32;104;136;0,76102;1,96206;1;0;
30;Viken;3016;Rakkestad;;;H;Høyre;10,6801;6567;68;356;424;1,51842;-7,98687;3;0;
30;Viken;3016;Rakkestad;;;FRP;Fremskrittspartiet;7,17884;6567;57;228;285;0,59201;-10,94771;2;0;
30;Viken;3016;Rakkestad;;;BLANKE;Blanke;1,23426;6567;4;45;49;0,42587;0,53622;0;0;
30;Viken;3017;Råde;;;A;Arbeiderpartiet;15,60883;5986;147;426;573;-7,17034;-7,47169;4;0;
30;Viken;3017;Råde;;;RØDT;Rødt;1,90684;5986;25;45;70;1,90684;0,78665;0;0;
30;Viken;3017;Råde;;;SP;Senterpartiet;21,41106;5986;161;625;786;10,57842;8,4589;6;0;
30;Viken;3017;Råde;;;KRF;Kristelig Folkeparti;6,86461;5986;56;196;252;-1,29467;0,00347;2;0;
30;Viken;3017;Råde;;;MDG;Miljøpartiet De Grønne;5,93844;5986;67;151;218;2,68029;3,69806;2;0;
30;Viken;3017;Råde;;;V;Venstre;1,90684;5986;14;56;70;-1,68548;0,01652;0;0;
30;Viken;3017;Råde;;;H;Høyre;37,91882;5986;351;1041;1392;4,30702;11,10435;11;0;
30;Viken;3017;Råde;;;FRP;Fremskrittspartiet;8,44457;5986;88;222;310;-9,32207;-11,95217;2;0;
30;Viken;3017;Råde;;;BLANKE;Blanke;0,95342;5986;7;28;35;0,17369;0,01993;0;0;
30;Viken;3018;Våler;;;A;Arbeiderpartiet;11,15284;4323;44;253;297;-3,54266;-9,53327;2;0;
30;Viken;3018;Våler;;;SV;SV - Sosialistisk Venstreparti;4,88171;4323;24;106;130;2,93996;1,17674;1;0;
30;Viken;3018;Våler;;;RØDT;Rødt;3,79271;4323;22;79;101;3,79271;2,48911;1;0;
30;Viken;3018;Våler;;;SP;Senterpartiet;38,00225;4323;125;887;1012;-4,1425;20,2664;8;0;
30;Viken;3018;Våler;;;KRF;Kristelig Folkeparti;5,03192;4323;22;112;134;-1,05811;0,12626;1;0;
30;Viken;3018;Våler;;;H;Høyre;29,85355;4323;114;681;795;11,14216;5,6683;6;0;
30;Viken;3018;Våler;;;FRP;Fremskrittspartiet;7,28502;4323;37;157;194;-4,58612;-14,29303;2;0;
30;Viken;3018;Våler;;;BLANKE;Blanke;1,76493;4323;8;39;47;0,70579;0,70146;0;0;
30;Viken;3019;Vestby;;;A;Arbeiderpartiet;31,2628;13693;681;2067;2748;-2,09618;5,0153;11;0;
30;Viken;3019;Vestby;;;SV;SV - Sosialistisk Venstreparti;4,85779;13693;127;300;427;-0,09093;-1,36649;2;0;
30;Viken;3019;Vestby;;;RØDT;Rødt;3,21957;13693;66;217;283;3,21957;0,867;1;0;
30;Viken;3019;Vestby;;;SP;Senterpartiet;8,36177;13693;173;562;735;3,41306;1,7788;3;0;
30;Viken;3019;Vestby;;;KRF;Kristelig Folkeparti;1,91126;13693;38;130;168;-1,08874;-0,19866;0;0;
30;Viken;3019;Vestby;;;MDG;Miljøpartiet De Grønne;10,15927;13693;262;631;893;3,59517;5,47523;4;0;
30;Viken;3019;Vestby;;;V;Venstre;3,43572;13693;72;230;302;0,38444;-1,49096;1;0;
30;Viken;3019;Vestby;;;H;Høyre;19,21502;13693;394;1295;1689;-2,09268;-9,73318;7;0;
30;Viken;3019;Vestby;;;FRP;Fremskrittspartiet;8,10011;13693;197;515;712;-2,33578;-7,98808;3;0;
30;Viken;3019;Vestby;;;KRISTNE;Partiet De Kristne;0,83049;13693;5;68;73;0,34331;0,5984;0;0;
30;Viken;3019;Vestby;;;BLANKE;Blanke;0,88737;13693;19;59;78;0,25917;0,09615;0;0;
30;Viken;3019;Vestby;;;BYGDL;Bygdelista;8,64619;13693;172;588;760;-3,25125;8,64619;3;0;
30;Viken;3020;Nordre Follo;;;A;Arbeiderpartiet;23,39849;45053;1863;5391;7254;-5,50994;-2,60536;11;0;
30;Viken;3020;Nordre Follo;;;SV;SV - Sosialistisk Venstreparti;5,38675;45053;489;1181;1670;1,09957;-1,45209;3;0;
30;Viken;3020;Nordre Follo;;;RØDT;Rødt;3,00948;45053;246;687;933;1,61456;0,93857;1;0;
30;Viken;3020;Nordre Follo;;;SP;Senterpartiet;7,09954;45053;508;1693;2201;5,03365;3,10821;3;0;
30;Viken;3020;Nordre Follo;;;KRF;Kristelig Folkeparti;2,52242;45053;220;562;782;-1,52815;-0,18362;1;0;
30;Viken;3020;Nordre Follo;;;MDG;Miljøpartiet De Grønne;10,15096;45053;847;2300;3147;4,1475;6,28906;5;0;
30;Viken;3020;Nordre Follo;;;V;Venstre;6,08993;45053;395;1493;1888;0,07234;-0,94156;3;0;
30;Viken;3020;Nordre Follo;;;H;Høyre;29,94968;45053;2353;6932;9285;-7,63552;-2,24886;14;0;
30;Viken;3020;Nordre Follo;;;FRP;Fremskrittspartiet;8,33817;45053;656;1929;2585;0,27588;-5,17998;4;0;
30;Viken;3020;Nordre Follo;;;LIBS;Liberalistene;0,33869;45053;27;78;105;0,33869;0,18518;0;0;
30;Viken;3020;Nordre Follo;;;PP;Pensjonistpartiet;3,71589;45053;384;768;1152;2,09142;3,10184;2;0;
30;Viken;3020;Nordre Follo;;;BLANKE;Blanke;0,8322;45053;57;201;258;0,36958;0,31448;0;0;
30;Viken;3021;Ås;;;A;Arbeiderpartiet;26,70712;15370;744;1853;2597;-2,55128;1,46237;9;0;
30;Viken;3021;Ås;;;SV;SV - Sosialistisk Venstreparti;8,56643;15370;295;538;833;1,26106;0,28775;3;0;
30;Viken;3021;Ås;;;RØDT;Rødt;4,69971;15370;150;307;457;2,10471;1,43006;1;0;
30;Viken;3021;Ås;;;SP;Senterpartiet;12,46401;15370;319;893;1212;0,1654;2,58852;4;0;
30;Viken;3021;Ås;;;KRF;Kristelig Folkeparti;2,45784;15370;59;180;239;-1,23175;-0,23202;1;0;
30;Viken;3021;Ås;;;MDG;Miljøpartiet De Grønne;12,11436;15370;498;680;1178;4,6614;5,59406;4;0;
30;Viken;3021;Ås;;;V;Venstre;4,78198;15370;139;326;465;-1,66249;-1,29158;2;0;
30;Viken;3021;Ås;;;H;Høyre;18,49033;15370;367;1431;1798;-2,14673;-4,24515;6;0;
30;Viken;3021;Ås;;;FRP;Fremskrittspartiet;9,71822;15370;207;738;945;-0,60031;-3,97819;3;0;
30;Viken;3021;Ås;;;BLANKE;Blanke;1,38832;15370;25;110;135;0,6381;0,64694;0;0;
30;Viken;3022;Frogn;;;A;Arbeiderpartiet;16,71417;12651;425;1041;1466;-6,03411;-5,64049;5;0;
30;Viken;3022;Frogn;;;SV;SV - Sosialistisk Venstreparti;6,47589;12651;160;408;568;2,1411;1,18521;2;0;
30;Viken;3022;Frogn;;;RØDT;Rødt;2,59948;12651;90;138;228;2,59948;0,69651;1;0;
30;Viken;3022;Frogn;;;SP;Senterpartiet;6,93193;12651;155;453;608;3,38415;2,38363;2;0;
30;Viken;3022;Frogn;;;KRF;Kristelig Folkeparti;4,40087;12651;112;274;386;-0,30869;2,70701;1;0;
30;Viken;3022;Frogn;;;MDG;Miljøpartiet De Grønne;9,52001;12651;260;575;835;2,98659;5,12854;3;0;
30;Viken;3022;Frogn;;;V;Venstre;7,79843;12651;144;540;684;-1,34586;1,73402;3;0;
30;Viken;3022;Frogn;;;H;Høyre;34,8649;12651;976;2082;3058;-2,13698;-2,04435;11;0;
30;Viken;3022;Frogn;;;FRP;Fremskrittspartiet;6,54429;12651;193;381;574;-2,32516;-8,42852;2;0;
30;Viken;3022;Frogn;;;PP;Pensjonistpartiet;4,15004;12651;138;226;364;1,03948;3,26129;1;0;
30;Viken;3022;Frogn;;;BLANKE;Blanke;0,64987;12651;19;38;57;-0,0372;0,20027;0;0;
30;Viken;3023;Nesodden;;;A;Arbeiderpartiet;19,70398;15049;813;1317;2130;-7,92636;-4,4274;6;0;
30;Viken;3023;Nesodden;;;SV;SV - Sosialistisk Venstreparti;12,46068;15049;565;782;1347;-0,5048;1,6934;4;0;
30;Viken;3023;Nesodden;;;RØDT;Rødt;11,76688;15049;571;701;1272;4,67573;5,47843;4;0;
30;Viken;3023;Nesodden;;;SP;Senterpartiet;5,88344;15049;199;437;636;4,97082;2,4361;2;0;
30;Viken;3023;Nesodden;;;KRF;Kristelig Folkeparti;2,63645;15049;91;194;285;-1,13991;0,4649;1;0;
30;Viken;3023;Nesodden;;;MDG;Miljøpartiet De Grønne;14,78261;15049;786;812;1598;1,59683;4,37725;4;0;
30;Viken;3023;Nesodden;;;V;Venstre;5,66142;15049;227;385;612;-1,57659;-0,59084;2;0;
30;Viken;3023;Nesodden;;;H;Høyre;21,16559;15049;789;1499;2288;0,98306;-2,6853;6;0;
30;Viken;3023;Nesodden;;;FRP;Fremskrittspartiet;5,93895;15049;226;416;642;-0,87947;-5,14502;2;0;
30;Viken;3023;Nesodden;;;BLANKE;Blanke;0,83256;15049;27;63;90;0,33954;0,28063;0;0;
30;Viken;3024;Bærum;;;A;Arbeiderpartiet;14,80439;96998;4915;5181;10096;-5,20842;-5,00838;8;0;
30;Viken;3024;Bærum;;;SV;SV - Sosialistisk Venstreparti;4,17766;96998;1429;1420;2849;1,08306;-0,36869;2;0;
30;Viken;3024;Bærum;;;RØDT;Rødt;2,70984;96998;999;849;1848;1,34773;1,06408;1;0;
30;Viken;3024;Bærum;;;SP;Senterpartiet;3,37703;96998;1111;1192;2303;2,18973;1,20299;2;0;
30;Viken;3024;Bærum;;;KRF;Kristelig Folkeparti;1,7523;96998;567;628;1195;-0,82653;-0,17105;1;0;
30;Viken;3024;Bærum;;;MDG;Miljøpartiet De Grønne;10,81882;96998;3734;3644;7378;4,53788;6,62087;5;0;
30;Viken;3024;Bærum;;;V;Venstre;9,78503;96998;2660;4013;6673;0,05988;-1,12056;5;0;
30;Viken;3024;Bærum;;;H;Høyre;42,41011;96998;14806;14116;28922;-2,8926;-0,15001;22;0;
30;Viken;3024;Bærum;;;FRP;Fremskrittspartiet;7,12358;96998;2717;2141;4858;-0,49869;-3,69419;4;0;
30;Viken;3024;Bærum;;;KRISTNE;Partiet De Kristne;0,23022;96998;77;80;157;0,01041;0,13957;0;0;
30;Viken;3024;Bærum;;;LIBS;Liberalistene;0,29914;96998;100;104;204;0,29914;0,15751;0;0;
30;Viken;3024;Bærum;;;PP;Pensjonistpartiet;2,51188;96998;1149;564;1713;-0,10157;1,86321;1;0;
30;Viken;3024;Bærum;;;BLANKE;Blanke;0,50589;96998;134;211;345;0,09397;0,12207;0;0;
30;Viken;3025;Asker;;;A;Arbeiderpartiet;16,07987;72075;2652;5167;7819;-5,58313;-6,04724;9;0;
30;Viken;3025;Asker;;;SV;SV - Sosialistisk Venstreparti;4,5634;72075;855;1364;2219;1,38059;-0,74572;3;0;
30;Viken;3025;Asker;;;RØDT;Rødt;2,52128;72075;485;741;1226;1,66828;0,7862;1;0;
30;Viken;3025;Asker;;;SP;Senterpartiet;5,97417;72075;928;1977;2905;4,1004;2,29433;3;0;
30;Viken;3025;Asker;;;KRF;Kristelig Folkeparti;1,92695;72075;312;625;937;-1,07156;-0,4333;1;0;
30;Viken;3025;Asker;;;MDG;Miljøpartiet De Grønne;10,49644;72075;1925;3179;5104;3,72912;6,0741;6;0;
30;Viken;3025;Asker;;;V;Venstre;5,83433;72075;787;2050;2837;-2,25386;-2,65065;3;0;
30;Viken;3025;Asker;;;H;Høyre;43,1004;72075;7191;13767;20958;-1,3149;6,53094;24;0;
30;Viken;3025;Asker;;;FRP;Fremskrittspartiet;7,25949;72075;1323;2207;3530;-1,66752;-6,7866;4;0;
30;Viken;3025;Asker;;;LIBS;Liberalistene;0,29819;72075;47;98;145;0,29819;0,11545;0;0;
30;Viken;3025;Asker;;;PP;Pensjonistpartiet;1,94546;72075;476;470;946;0,71439;1,61653;1;0;
30;Viken;3025;Asker;;;BLANKE;Blanke;0,69716;72075;103;236;339;0,13243;0,25088;0;0;
30;Viken;3026;Aurskog -Høland;;;A;Arbeiderpartiet;39,05877;13695;820;2450;3270;-1,08512;7,05877;14;0;
30;Viken;3026;Aurskog -Høland;;;SV;SV - Sosialistisk Venstreparti;2,55614;13695;56;158;214;-0,24308;-0,4359;1;0;
30;Viken;3026;Aurskog -Høland;;;RØDT;Rødt;2,23364;13695;43;144;187;2,23364;1,17263;1;0;
30;Viken;3026;Aurskog -Høland;;;SP;Senterpartiet;25,53751;13695;350;1788;2138;13,93515;7,77623;9;0;
30;Viken;3026;Aurskog -Høland;;;KRF;Kristelig Folkeparti;5,91257;13695;120;375;495;-1,98802;1,49877;2;0;
