Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
11;Rogaland;1160;Vindafjord;;;SV;SV - Sosialistisk Venstreparti;5,172;6722;58;160;218;0,59407;2,36807;1;0;
11;Rogaland;1160;Vindafjord;;;SP;Senterpartiet;33,21471;6722;262;1138;1400;-6,76941;6,86625;9;0;
11;Rogaland;1160;Vindafjord;;;KRF;Kristelig Folkeparti;10,34401;6722;121;315;436;-0,77004;1,01182;3;0;
11;Rogaland;1160;Vindafjord;;;MDG;Miljøpartiet De Grønne;4,31791;6722;64;118;182;4,31791;3,14069;1;0;
11;Rogaland;1160;Vindafjord;;;H;Høyre;18,60024;6722;172;612;784;6,53355;-1,75507;5;0;
11;Rogaland;1160;Vindafjord;;;FRP;Fremskrittspartiet;9,03915;6722;104;277;381;0,3596;-10,09613;2;0;
11;Rogaland;1160;Vindafjord;;;KRISTNE;Partiet De Kristne;0,99644;6722;10;32;42;0,99644;0,14028;0;0;
11;Rogaland;1160;Vindafjord;;;BLANKE;Blanke;0,66429;6722;7;21;28;0,32029;0,23621;0;0;
11;Rogaland;1160;Vindafjord;;;KRLB;Bjoa Bygdeliste;5,21945;6722;28;192;220;1,67354;5,21945;1;0;
15;Møre og Romsdal;1505;Kristiansund;;;A;Arbeiderpartiet;36,21617;19495;1128;2980;4108;0,83141;6,79894;16;0;
15;Møre og Romsdal;1505;Kristiansund;;;SV;SV - Sosialistisk Venstreparti;2,55664;19495;101;189;290;0,0344;-1,20468;1;0;
15;Møre og Romsdal;1505;Kristiansund;;;RØDT;Rødt;7,92559;19495;335;564;899;4,67878;3,42904;4;0;
15;Møre og Romsdal;1505;Kristiansund;;;SP;Senterpartiet;17,4557;19495;690;1290;1980;-6,63859;1,17987;8;0;
15;Møre og Romsdal;1505;Kristiansund;;;KRF;Kristelig Folkeparti;1,21661;19495;36;102;138;-1,36066;-0,38543;0;0;
15;Møre og Romsdal;1505;Kristiansund;;;MDG;Miljøpartiet De Grønne;4,63722;19495;203;323;526;-0,13211;2,82622;2;0;
15;Møre og Romsdal;1505;Kristiansund;;;V;Venstre;3,72036;19495;92;330;422;-1,14069;-1,5037;2;0;
15;Møre og Romsdal;1505;Kristiansund;;;H;Høyre;4,96341;19495;183;380;563;-2,24561;-3,37185;2;0;
15;Møre og Romsdal;1505;Kristiansund;;;FRP;Fremskrittspartiet;4,39919;19495;183;316;499;-10,69757;-10,0192;2;0;
15;Møre og Romsdal;1505;Kristiansund;;;KRISTNE;Partiet De Kristne;0,32619;19495;14;23;37;0,08773;0,14045;0;0;
15;Møre og Romsdal;1505;Kristiansund;;;BLANKE;Blanke;1,16371;19495;35;97;132;-0,28543;0,34334;0;0;
15;Møre og Romsdal;1505;Kristiansund;;;NORM;Nordmørslista;16,58291;19495;578;1303;1881;16,58291;16,58291;8;0;
15;Møre og Romsdal;1506;Molde;;;A;Arbeiderpartiet;13,54321;25210;679;1429;2108;-5,33929;-5,36914;8;0;
15;Møre og Romsdal;1506;Molde;;;SV;SV - Sosialistisk Venstreparti;12,66303;25210;612;1359;1971;7,85466;6,75499;8;0;
15;Møre og Romsdal;1506;Molde;;;RØDT;Rødt;2,04305;25210;115;203;318;2,04305;0,99297;1;0;
15;Møre og Romsdal;1506;Molde;;;SP;Senterpartiet;16,16447;25210;645;1871;2516;6,94785;8,22814;10;0;
15;Møre og Romsdal;1506;Molde;;;KRF;Kristelig Folkeparti;4,8956;25210;244;518;762;-2,41873;-0,9848;3;0;
15;Møre og Romsdal;1506;Molde;;;MDG;Miljøpartiet De Grønne;8,56409;25210;486;847;1333;5,67907;5,34755;5;0;
15;Møre og Romsdal;1506;Molde;;;V;Venstre;3,29586;25210;176;337;513;-3,16912;-0,61704;2;0;
15;Møre og Romsdal;1506;Molde;;;H;Høyre;26,03919;25210;1256;2797;4053;-7,64044;-6,64015;15;0;
15;Møre og Romsdal;1506;Molde;;;FRP;Fremskrittspartiet;11,73787;25210;499;1328;1827;3,56014;-6,90919;7;0;
15;Møre og Romsdal;1506;Molde;;;KRISTNE;Partiet De Kristne;0,89303;25210;40;99;139;0,22618;0,40115;0;0;
15;Møre og Romsdal;1506;Molde;;;LIBS;Liberalistene;0,16062;25210;9;16;25;0,16062;-0,01071;0;0;
15;Møre og Romsdal;1506;Molde;;;BLANKE;Blanke;0,59107;25210;41;51;92;0,205;0,09919;0;0;
15;Møre og Romsdal;1507;Ålesund;;;A;Arbeiderpartiet;20,39924;51170;2337;3917;6254;-12,07811;-0,16928;16;0;
15;Møre og Romsdal;1507;Ålesund;;;SV;SV - Sosialistisk Venstreparti;3,16394;51170;383;587;970;1,52107;-0,32331;2;0;
15;Møre og Romsdal;1507;Ålesund;;;RØDT;Rødt;1,80051;51170;217;335;552;1,42434;0,77251;1;0;
15;Møre og Romsdal;1507;Ålesund;;;SP;Senterpartiet;12,84493;51170;1106;2832;3938;6,45387;5,60634;10;0;
15;Møre og Romsdal;1507;Ålesund;;;KRF;Kristelig Folkeparti;5,89732;51170;644;1164;1808;-3,54533;-0,8784;5;0;
15;Møre og Romsdal;1507;Ålesund;;;MDG;Miljøpartiet De Grønne;4,69372;51170;657;782;1439;2,52498;2,29126;4;0;
15;Møre og Romsdal;1507;Ålesund;;;V;Venstre;2,05493;51170;221;409;630;-3,26904;-1,67938;2;0;
15;Møre og Romsdal;1507;Ålesund;;;H;Høyre;19,4892;51170;2129;3846;5975;0,37359;-9,5447;15;0;
15;Møre og Romsdal;1507;Ålesund;;;FRP;Fremskrittspartiet;17,42123;51170;1951;3390;5341;0,48587;-6,76802;13;0;
15;Møre og Romsdal;1507;Ålesund;;;KRISTNE;Partiet De Kristne;1,58197;51170;159;326;485;0,607;0,99413;1;0;
15;Møre og Romsdal;1507;Ålesund;;;LIBS;Liberalistene;0,2479;51170;34;42;76;0,2479;0,1343;0;0;
15;Møre og Romsdal;1507;Ålesund;;;PP;Pensjonistpartiet;2,25064;51170;323;367;690;2,25064;1,74516;2;0;
15;Møre og Romsdal;1507;Ålesund;;;BLANKE;Blanke;0,68498;51170;66;144;210;0,13607;0,04887;0;0;
15;Møre og Romsdal;1507;Ålesund;;;ÅTLÅ;Ålesundlista Tverrpolitisk liste for Ålesund;8,15448;51170;939;1561;2500;4,03195;8,15448;6;0;
15;Møre og Romsdal;1511;Vanylven;;;A;Arbeiderpartiet;15,86207;2649;91;185;276;-9,31865;-0,34046;3;0;
15;Møre og Romsdal;1511;Vanylven;;;SP;Senterpartiet;16,49425;2649;68;219;287;0,8316;-0,87284;4;0;
15;Møre og Romsdal;1511;Vanylven;;;KRF;Kristelig Folkeparti;10,17241;2649;49;128;177;-2,77939;2,88127;2;0;
15;Møre og Romsdal;1511;Vanylven;;;V;Venstre;21,43678;2649;95;278;373;3,18377;17,28488;4;0;
15;Møre og Romsdal;1511;Vanylven;;;H;Høyre;12,58621;2649;66;153;219;-3,07644;-5,33784;3;0;
15;Møre og Romsdal;1511;Vanylven;;;FRP;Fremskrittspartiet;12,12644;2649;67;144;211;-0,16272;-20,07609;3;0;
15;Møre og Romsdal;1511;Vanylven;;;HELSE;Helsepartiet;11,32184;2649;78;119;197;11,32184;11,32184;2;0;
15;Møre og Romsdal;1511;Vanylven;;;BLANKE;Blanke;0,63218;2649;3;8;11;0,02977;0,12585;0;0;
15;Møre og Romsdal;1514;Sande;;;A;Arbeiderpartiet;20,29435;1992;66;196;262;-3,07391;3,57944;4;0;
15;Møre og Romsdal;1514;Sande;;;SP;Senterpartiet;20,83656;1992;72;197;269;12,37564;7,95668;4;0;
15;Møre og Romsdal;1514;Sande;;;H;Høyre;36,25097;1992;67;401;468;0,31221;6,4391;8;0;
15;Møre og Romsdal;1514;Sande;;;FRP;Fremskrittspartiet;12,16112;1992;32;125;157;4,1031;-16,05886;3;0;
15;Møre og Romsdal;1514;Sande;;;BLANKE;Blanke;0,46476;1992;2;4;6;0,22302;-0,11412;0;0;
15;Møre og Romsdal;1514;Sande;;;TVLKSV;TVERRPOLITISK KVAMSØY SANDSØY VOKSA;10,45701;1992;29;106;135;10,45701;10,45701;2;0;
15;Møre og Romsdal;1515;Herøy;;;A;Arbeiderpartiet;20,7734;7007;230;651;881;-8,67933;5,49759;7;0;
15;Møre og Romsdal;1515;Herøy;;;SP;Senterpartiet;9,4789;7007;73;329;402;9,4789;3,09377;3;0;
15;Møre og Romsdal;1515;Herøy;;;KRF;Kristelig Folkeparti;16,5527;7007;166;536;702;4,76166;7,45995;6;0;
15;Møre og Romsdal;1515;Herøy;;;H;Høyre;29,42702;7007;357;891;1248;-3,25955;-0,76089;10;0;
15;Møre og Romsdal;1515;Herøy;;;FRP;Fremskrittspartiet;9,38458;7007;120;278;398;0,32985;-22,05612;3;0;
15;Møre og Romsdal;1515;Herøy;;;KRISTNE;Partiet De Kristne;1,57982;7007;21;46;67;-0,01222;0,71095;0;0;
15;Møre og Romsdal;1515;Herøy;;;BLANKE;Blanke;0,75454;7007;6;26;32;0,3814;0,2898;0;0;
15;Møre og Romsdal;1515;Herøy;;;FOLKEL;FOLKELISTA;12,80358;7007;150;393;543;12,80358;12,80358;4;0;
15;Møre og Romsdal;1516;Ulstein;;;A;Arbeiderpartiet;20,18217;6553;250;592;842;0,45409;3,9155;5;0;
15;Møre og Romsdal;1516;Ulstein;;;SV;SV - Sosialistisk Venstreparti;4,17066;6553;80;94;174;0,75779;0,54844;1;0;
15;Møre og Romsdal;1516;Ulstein;;;SP;Senterpartiet;13,5906;6553;120;447;567;5,87695;6,47949;3;0;
15;Møre og Romsdal;1516;Ulstein;;;KRF;Kristelig Folkeparti;10,33078;6553;129;302;431;-2,73804;0,77522;3;0;
15;Møre og Romsdal;1516;Ulstein;;;V;Venstre;6,87919;6553;78;209;287;-5,32946;3,10142;2;0;
15;Møre og Romsdal;1516;Ulstein;;;H;Høyre;18,33653;6553;227;538;765;-2,66791;-13,35236;5;0;
15;Møre og Romsdal;1516;Ulstein;;;FRP;Fremskrittspartiet;24,61649;6553;289;738;1027;3,33458;0,08316;6;0;
15;Møre og Romsdal;1516;Ulstein;;;KRISTNE;Partiet De Kristne;1,89358;6553;27;52;79;0,312;1,09358;0;0;
15;Møre og Romsdal;1516;Ulstein;;;BLANKE;Blanke;0,71908;6553;5;25;30;0,24738;0,38575;0;0;
15;Møre og Romsdal;1517;Hareid;;;A;Arbeiderpartiet;15,834;3959;126;267;393;2,0409;-0,73597;3;0;
15;Møre og Romsdal;1517;Hareid;;;KRF;Kristelig Folkeparti;5,92264;3959;38;109;147;-0,97391;-0,78512;1;0;
15;Møre og Romsdal;1517;Hareid;;;V;Venstre;12,16761;3959;71;231;302;2,9722;8,3605;3;0;
15;Møre og Romsdal;1517;Hareid;;;H;Høyre;9,66962;3959;64;176;240;-13,91488;-15,92864;2;0;
15;Møre og Romsdal;1517;Hareid;;;FRP;Fremskrittspartiet;31,3054;3959;228;549;777;12,82945;-0,34797;7;0;
15;Møre og Romsdal;1517;Hareid;;;BLANKE;Blanke;0,52377;3959;3;10;13;-0,02966;-0,16513;0;0;
15;Møre og Romsdal;1517;Hareid;;;FOHAR;Folkelista for Hareid kommune;25,10073;3959;145;478;623;0,40937;25,10073;5;0;
15;Møre og Romsdal;1520;Ørsta;;;A;Arbeiderpartiet;10,59839;8422;159;406;565;-4,72819;-9,21616;4;0;
15;Møre og Romsdal;1520;Ørsta;;;SV;SV - Sosialistisk Venstreparti;7,46577;8422;105;293;398;3,90897;3,91932;2;0;
15;Møre og Romsdal;1520;Ørsta;;;SP;Senterpartiet;48,07728;8422;643;1920;2563;24,86107;28,03499;16;0;
15;Møre og Romsdal;1520;Ørsta;;;KRF;Kristelig Folkeparti;4,20184;8422;61;163;224;-7,24459;-0,89008;1;0;
15;Møre og Romsdal;1520;Ørsta;;;MDG;Miljøpartiet De Grønne;3,24517;8422;48;125;173;-0,26852;0,87003;1;0;
15;Møre og Romsdal;1520;Ørsta;;;V;Venstre;3,02007;8422;31;130;161;-2,99416;0,53105;1;0;
15;Møre og Romsdal;1520;Ørsta;;;H;Høyre;8,7976;8422;125;344;469;-13,36235;-9,78057;3;0;
15;Møre og Romsdal;1520;Ørsta;;;FRP;Fremskrittspartiet;14,59388;8422;251;527;778;-0,17223;-11,43507;5;0;
15;Møre og Romsdal;1520;Ørsta;;;BLANKE;Blanke;0,4502;8422;5;19;24;-0,08871;-0,2168;0;0;
15;Møre og Romsdal;1525;Stranda;;;A;Arbeiderpartiet;10,24735;3636;88;144;232;-0,75531;-6,06009;3;0;
15;Møre og Romsdal;1525;Stranda;;;SP;Senterpartiet;46,59894;3636;284;771;1055;0,41438;22,36145;12;0;
15;Møre og Romsdal;1525;Stranda;;;KRF;Kristelig Folkeparti;5,87456;3636;45;88;133;-0,51408;-0,79482;1;0;
15;Møre og Romsdal;1525;Stranda;;;MDG;Miljøpartiet De Grønne;5,03534;3636;39;75;114;5,03534;3,61199;1;0;
15;Møre og Romsdal;1525;Stranda;;;H;Høyre;11,21908;3636;73;181;254;-0,00541;-9,96839;3;0;
15;Møre og Romsdal;1525;Stranda;;;FRP;Fremskrittspartiet;21,02473;3636;185;291;476;-1,15805;-1,66742;5;0;
15;Møre og Romsdal;1525;Stranda;;;BLANKE;Blanke;0,61837;3636;2;12;14;0,17472;0,33371;0;0;
15;Møre og Romsdal;1528;Sykkylven;;;A;Arbeiderpartiet;15,31882;5980;205;386;591;-4,77783;-2,05606;5;0;
15;Møre og Romsdal;1528;Sykkylven;;;SV;SV - Sosialistisk Venstreparti;4,51011;5980;65;109;174;0,30317;1,55921;1;0;
15;Møre og Romsdal;1528;Sykkylven;;;SP;Senterpartiet;28,7973;5980;334;777;1111;16,88713;16,07304;8;0;
15;Møre og Romsdal;1528;Sykkylven;;;KRF;Kristelig Folkeparti;5,26179;5980;83;120;203;-2,86783;-0,45114;2;0;
15;Møre og Romsdal;1528;Sykkylven;;;V;Venstre;5,62468;5980;50;167;217;-1,25423;2,4141;2;0;
15;Møre og Romsdal;1528;Sykkylven;;;H;Høyre;17,44427;5980;183;490;673;-9,53128;-8,35837;5;0;
15;Møre og Romsdal;1528;Sykkylven;;;FRP;Fremskrittspartiet;22,08398;5980;250;602;852;1,44726;-6,12659;6;0;
15;Møre og Romsdal;1528;Sykkylven;;;KRISTNE;Partiet De Kristne;0,95905;5980;10;27;37;-0,20639;-0,03246;0;0;
15;Møre og Romsdal;1528;Sykkylven;;;BLANKE;Blanke;0,69984;5980;8;19;27;0,27347;0,27492;0;0;
15;Møre og Romsdal;1531;Sula;;;A;Arbeiderpartiet;19,44906;6935;207;612;819;-1,34639;-0,42983;6;0;
15;Møre og Romsdal;1531;Sula;;;SV;SV - Sosialistisk Venstreparti;5,74685;6935;64;178;242;5,74685;2,6982;2;0;
15;Møre og Romsdal;1531;Sula;;;KRF;Kristelig Folkeparti;11,09;6935;121;346;467;-1,89295;1,08791;3;0;
15;Møre og Romsdal;1531;Sula;;;H;Høyre;14,36713;6935;136;469;605;-0,60446;-11,21232;4;0;
15;Møre og Romsdal;1531;Sula;;;FRP;Fremskrittspartiet;29,96913;6935;317;945;1262;3,23617;0,08815;9;0;
15;Møre og Romsdal;1531;Sula;;;BLANKE;Blanke;0,8549;6935;9;27;36;0,03104;0,43728;0;0;
15;Møre og Romsdal;1531;Sula;;;UAVH;Sulalista;14,86583;6935;104;522;626;1,37151;14,86583;4;0;
15;Møre og Romsdal;1531;Sula;;;V_MDG;Venstre/ Miljøpartiet De Grønne;4,51199;6935;44;146;190;4,51199;4,51199;1;0;
15;Møre og Romsdal;1532;Giske;;;A;Arbeiderpartiet;14,86792;6264;149;442;591;-0,3734;0,81724;3;0;
15;Møre og Romsdal;1532;Giske;;;SP;Senterpartiet;11,1195;6264;83;359;442;5,92616;4,71665;3;0;
15;Møre og Romsdal;1532;Giske;;;KRF;Kristelig Folkeparti;25,53459;6264;238;777;1015;1,31783;10,48346;6;0;
15;Møre og Romsdal;1532;Giske;;;V;Venstre;8,40252;6264;59;275;334;-7,71377;3,9561;2;0;
15;Møre og Romsdal;1532;Giske;;;H;Høyre;15,62264;6264;116;505;621;1,00226;-13,1457;4;0;
15;Møre og Romsdal;1532;Giske;;;FRP;Fremskrittspartiet;10,96855;6264;99;337;436;0,75122;-14,08703;2;0;
15;Møre og Romsdal;1532;Giske;;;BLANKE;Blanke;0,55346;6264;5;17;22;0,10186;0,08658;0;0;
15;Møre og Romsdal;1532;Giske;;;TPG;Tverrpolitisk liste for Giske;13,48428;6264;103;433;536;-0,9103;13,48428;3;0;
15;Møre og Romsdal;1535;Vestnes;;;A;Arbeiderpartiet;11,77764;5220;89;286;375;0,23663;-3,35161;3;0;
15;Møre og Romsdal;1535;Vestnes;;;SV;SV - Sosialistisk Venstreparti;8,32286;5220;94;171;265;5,24747;4,13239;2;0;
15;Møre og Romsdal;1535;Vestnes;;;SP;Senterpartiet;31,18719;5220;241;752;993;-10,64482;14,07154;7;0;
15;Møre og Romsdal;1535;Vestnes;;;KRF;Kristelig Folkeparti;4,23995;5220;29;106;135;-1,18333;-0,6308;1;0;
15;Møre og Romsdal;1535;Vestnes;;;V;Venstre;5,99874;5220;37;154;191;-4,28565;3,03276;1;0;
15;Møre og Romsdal;1535;Vestnes;;;H;Høyre;13,78769;5220;118;321;439;2,14748;-8,96061;3;0;
15;Møre og Romsdal;1535;Vestnes;;;FRP;Fremskrittspartiet;15,13819;5220;132;350;482;4,8538;-11,63732;4;0;
15;Møre og Romsdal;1535;Vestnes;;;PP;Pensjonistpartiet;9,54774;5220;99;205;304;3,62843;6,74502;2;0;
15;Møre og Romsdal;1535;Vestnes;;;BLANKE;Blanke;0,78518;5220;3;22;25;0,45449;0,21375;0;0;
15;Møre og Romsdal;1539;Rauma;;;A;Arbeiderpartiet;17,01691;5905;254;410;664;-0,11389;-1,90267;5;0;
15;Møre og Romsdal;1539;Rauma;;;SV;SV - Sosialistisk Venstreparti;23,21886;5905;381;525;906;17,31169;15,20126;7;0;
15;Møre og Romsdal;1539;Rauma;;;SP;Senterpartiet;19,32342;5905;300;454;754;-8,86223;2,6038;5;0;
15;Møre og Romsdal;1539;Rauma;;;KRF;Kristelig Folkeparti;4,2286;5905;76;89;165;-1,93174;-0,88017;1;0;
15;Møre og Romsdal;1539;Rauma;;;MDG;Miljøpartiet De Grønne;4,2286;5905;85;80;165;4,2286;2,15087;1;0;
15;Møre og Romsdal;1539;Rauma;;;V;Venstre;2,07586;5905;30;51;81;-2,45297;-0,27076;0;0;
15;Møre og Romsdal;1539;Rauma;;;H;Høyre;20,83547;5905;344;469;813;-9,26298;-2,04402;6;0;
15;Møre og Romsdal;1539;Rauma;;;FRP;Fremskrittspartiet;5,12558;5905;84;116;200;-2,86317;-16,11617;1;0;
15;Møre og Romsdal;1539;Rauma;;;PP;Pensjonistpartiet;3,94669;5905;83;71;154;3,94669;2,89561;1;0;
15;Møre og Romsdal;1539;Rauma;;;BLANKE;Blanke;0,48693;5905;6;13;19;0,17751;0,07138;0;0;
15;Møre og Romsdal;1547;Aukra;;;A;Arbeiderpartiet;21,17712;2750;130;255;385;-11,4141;1,6806;5;0;
15;Møre og Romsdal;1547;Aukra;;;SV;SV - Sosialistisk Venstreparti;5,61056;2750;33;69;102;2,82763;1,53986;1;0;
15;Møre og Romsdal;1547;Aukra;;;SP;Senterpartiet;17,32673;2750;113;202;315;9,03978;6,02518;4;0;
15;Møre og Romsdal;1547;Aukra;;;KRF;Kristelig Folkeparti;19,85699;2750;119;242;361;7,24103;14,17943;4;0;
15;Møre og Romsdal;1547;Aukra;;;V;Venstre;6,43564;2750;33;84;117;-0,49076;2,63275;1;0;
15;Møre og Romsdal;1547;Aukra;;;H;Høyre;23,43234;2750;124;302;426;-1,79957;-5,49106;5;0;
15;Møre og Romsdal;1547;Aukra;;;FRP;Fremskrittspartiet;6,16062;2750;38;74;112;-0,02368;-16,76386;1;0;
15;Møre og Romsdal;1547;Aukra;;;BLANKE;Blanke;0,82508;2750;4;11;15;-0,10256;0,2359;0;0;
15;Møre og Romsdal;1554;Averøy;;;A;Arbeiderpartiet;53,08292;4548;483;1015;1498;16,70913;26,37603;12;0;
15;Møre og Romsdal;1554;Averøy;;;SV;SV - Sosialistisk Venstreparti;3,50815;4548;50;49;99;0,52974;0,6501;1;0;
15;Møre og Romsdal;1554;Averøy;;;SP;Senterpartiet;14,06804;4548;121;276;397;3,82976;-3,11202;3;0;
15;Møre og Romsdal;1554;Averøy;;;KRF;Kristelig Folkeparti;4,2523;4548;35;85;120;-1,8162;-1,14624;1;0;
15;Møre og Romsdal;1554;Averøy;;;V;Venstre;10,45358;4548;82;213;295;-12,55461;4,67397;2;0;
15;Møre og Romsdal;1554;Averøy;;;H;Høyre;3,82707;4548;45;63;108;-1,8319;-8,20849;1;0;
15;Møre og Romsdal;1554;Averøy;;;FRP;Fremskrittspartiet;10,80794;4548;114;191;305;-4,86593;-11,61188;3;0;
15;Møre og Romsdal;1554;Averøy;;;BLANKE;Blanke;0,8859;4548;10;15;25;0,40191;0,47307;0;0;
15;Møre og Romsdal;1557;Gjemnes;;;A;Arbeiderpartiet;15,20244;2065;54;145;199;-12,29166;-4,50166;3;0;
15;Møre og Romsdal;1557;Gjemnes;;;SV;SV - Sosialistisk Venstreparti;8,25057;2065;55;53;108;3,06597;4,55185;1;0;
15;Møre og Romsdal;1557;Gjemnes;;;SP;Senterpartiet;49,80901;2065;231;421;652;19,87971;21,16073;9;0;
15;Møre og Romsdal;1557;Gjemnes;;;KRF;Kristelig Folkeparti;6,03514;2065;25;54;79;-1,66321;-1,3623;1;0;
15;Møre og Romsdal;1557;Gjemnes;;;V;Venstre;2,13904;2065;13;15;28;-2,26002;-0,0802;0;0;
15;Møre og Romsdal;1557;Gjemnes;;;H;Høyre;11,61192;2065;49;103;152;-4,33467;-5,06596;2;0;
15;Møre og Romsdal;1557;Gjemnes;;;FRP;Fremskrittspartiet;6,95187;2065;33;58;91;-2,39613;-9,05351;1;0;
15;Møre og Romsdal;1557;Gjemnes;;;BLANKE;Blanke;0,68755;2065;2;7;9;0,13767;0,14955;0;0;
15;Møre og Romsdal;1560;Tingvoll;;;A;Arbeiderpartiet;27,59463;2430;106;346;452;-0,38997;-0,28517;7;0;
15;Møre og Romsdal;1560;Tingvoll;;;SP;Senterpartiet;33,08913;2430;119;423;542;10,68862;3,92942;8;0;
15;Møre og Romsdal;1560;Tingvoll;;;KRF;Kristelig Folkeparti;13,61416;2430;53;170;223;-4,55015;9,051;3;0;
15;Møre og Romsdal;1560;Tingvoll;;;MDG;Miljøpartiet De Grønne;7,14286;2430;38;79;117;2,20062;4,1935;2;0;
15;Møre og Romsdal;1560;Tingvoll;;;V;Venstre;3,23565;2430;17;36;53;-2,15587;0,23064;1;0;
15;Møre og Romsdal;1560;Tingvoll;;;H;Høyre;7,32601;2430;20;100;120;-2,17335;-3,24717;2;0;
15;Møre og Romsdal;1560;Tingvoll;;;FRP;Fremskrittspartiet;7,99756;2430;40;91;131;-3,6199;-7,41702;2;0;
15;Møre og Romsdal;1560;Tingvoll;;;BLANKE;Blanke;0,30525;2430;1;4;5;-0,59334;-0,41818;0;0;
15;Møre og Romsdal;1563;Sunndal;;;A;Arbeiderpartiet;40,78914;5697;513;1079;1592;-15,17417;-5,44309;11;0;
15;Møre og Romsdal;1563;Sunndal;;;SV;SV - Sosialistisk Venstreparti;8,14758;5697;118;200;318;2,38496;2,2945;2;0;
15;Møre og Romsdal;1563;Sunndal;;;SP;Senterpartiet;22,05995;5697;198;663;861;5,9189;6,7519;6;0;
15;Møre og Romsdal;1563;Sunndal;;;KRF;Kristelig Folkeparti;2,58775;5697;12;89;101;-0,25055;-0,04258;1;0;
15;Møre og Romsdal;1563;Sunndal;;;MDG;Miljøpartiet De Grønne;3,1258;5697;34;88;122;3,1258;1,32485;1;0;
15;Møre og Romsdal;1563;Sunndal;;;V;Venstre;2,79272;5697;38;71;109;-0,90567;0,16239;1;0;
15;Møre og Romsdal;1563;Sunndal;;;H;Høyre;9,12119;5697;83;273;356;4,79206;-1,61341;2;0;
15;Møre og Romsdal;1563;Sunndal;;;FRP;Fremskrittspartiet;11,37586;5697;126;318;444;0,10866;-1,30186;3;0;
15;Møre og Romsdal;1563;Sunndal;;;BLANKE;Blanke;0,38432;5697;2;13;15;-0,01706;-0,13701;0;0;
15;Møre og Romsdal;1566;Surnadal;;;A;Arbeiderpartiet;29,86157;4802;221;685;906;-13,61669;-4,8299;8;0;
15;Møre og Romsdal;1566;Surnadal;;;SV;SV - Sosialistisk Venstreparti;2,60382;4802;28;51;79;1,13172;0,419;1;0;
15;Møre og Romsdal;1566;Surnadal;;;SP;Senterpartiet;46,01187;4802;297;1099;1396;10,44186;15,01098;13;0;
15;Møre og Romsdal;1566;Surnadal;;;KRF;Kristelig Folkeparti;2,5379;4802;18;59;77;-0,20088;-0,44409;0;0;
15;Møre og Romsdal;1566;Surnadal;;;MDG;Miljøpartiet De Grønne;5,30653;4802;58;103;161;2,36233;3,29885;1;0;
15;Møre og Romsdal;1566;Surnadal;;;H;Høyre;7,48187;4802;46;181;227;-1,83001;-4,53466;2;0;
15;Møre og Romsdal;1566;Surnadal;;;FRP;Fremskrittspartiet;6,19644;4802;61;127;188;1,98555;-6,11534;2;0;
15;Møre og Romsdal;1566;Surnadal;;;BLANKE;Blanke;0,4944;4802;6;9;15;0,08358;0,022;0;0;
15;Møre og Romsdal;1573;Smøla;;;A;Arbeiderpartiet;33,72781;1728;176;223;399;-22,92687;5,68294;6;0;
15;Møre og Romsdal;1573;Smøla;;;SP;Senterpartiet;39,39138;1728;152;314;466;24,46332;16,39458;7;0;
15;Møre og Romsdal;1573;Smøla;;;V;Venstre;6,00169;1728;17;54;71;-5,05946;2,23566;1;0;
15;Møre og Romsdal;1573;Smøla;;;H;Høyre;10,56636;1728;48;77;125;-2,56314;-6,34069;2;0;
15;Møre og Romsdal;1573;Smøla;;;FRP;Fremskrittspartiet;3,5503;1728;20;22;42;-0,67632;-10,15163;0;0;
15;Møre og Romsdal;1573;Smøla;;;BLANKE;Blanke;1,18343;1728;4;10;14;0,64386;0,86292;0;0;
15;Møre og Romsdal;1573;Smøla;;;STT;Smøla til Trøndelag;6,76247;1728;29;51;80;6,76247;6,76247;1;0;
15;Møre og Romsdal;1576;Aure;;;A;Arbeiderpartiet;32,68657;2858;263;394;657;5,8587;9,18657;6;0;
15;Møre og Romsdal;1576;Aure;;;SP;Senterpartiet;29,10448;2858;237;348;585;-12,63415;1,75448;6;0;
15;Møre og Romsdal;1576;Aure;;;KRF;Kristelig Folkeparti;5,22388;2858;37;68;105;0,73338;1,32388;1;0;
15;Møre og Romsdal;1576;Aure;;;V;Venstre;3,63184;2858;28;45;73;-7,30656;-0,16816;1;0;
15;Møre og Romsdal;1576;Aure;;;H;Høyre;14,97512;2858;112;189;301;4,95785;0,47512;3;0;
15;Møre og Romsdal;1576;Aure;;;FRP;Fremskrittspartiet;2,23881;2858;22;23;45;-3,74853;-13,16119;0;0;
15;Møre og Romsdal;1576;Aure;;;BLANKE;Blanke;0,49751;2858;7;3;10;-0,13576;0,19751;0;0;
15;Møre og Romsdal;1576;Aure;;;NOML;Nordmørslista;12,1393;2858;98;146;244;12,1393;12,1393;2;0;
15;Møre og Romsdal;1577;Volda;;;A;Arbeiderpartiet;13,64778;8132;247;514;761;-8,00764;-5,7953;4;0;
